note,target_hz,block,elapsed_s,gesture,rms,algorithm,frequency_hz,cents
G4,391.99543598174927,1,0.26497848800499924,free sweep ( 2% of recording),0.01136068720370531,loiacono,398.5109282021128,28.53891613283327
G4,391.99543598174927,1,0.2649978139961604,free sweep ( 2% of recording),0.01136068720370531,librosa,396.1764694518666,18.367605723832586
G4,391.99543598174927,2,0.5301948899868876,free sweep ( 6% of recording),0.010453629307448864,loiacono,395.7291634887773,16.41183886526787
G4,391.99543598174927,2,0.5302141459833365,free sweep ( 6% of recording),0.010453629307448864,librosa,396.7598472625578,20.915007552388875
G4,391.99543598174927,3,0.7994262450083625,free sweep (10% of recording),0.010227924212813377,loiacono,396.81591889212734,21.159654928478574
G4,391.99543598174927,3,0.7994435880100355,free sweep (10% of recording),0.010227924212813377,librosa,397.2091788397755,22.87452532518355
G4,391.99543598174927,4,1.0638215109938756,free sweep (15% of recording),0.01004006713628769,loiacono,401.06897711585697,39.61622425012399
G4,391.99543598174927,4,1.0638438029855024,free sweep (15% of recording),0.01004006713628769,librosa,397.8769433165944,25.782529473734474
G4,391.99543598174927,5,1.3328509200073313,free sweep (19% of recording),0.011055691167712212,loiacono,396.854806733786,21.329307035969077
G4,391.99543598174927,5,1.3328670699847862,free sweep (19% of recording),0.011055691167712212,librosa,397.66215500096473,24.847694579556087
G4,391.99543598174927,6,1.5967964139999822,free sweep (23% of recording),0.010182359255850315,loiacono,396.74255777724255,20.839564439719645
G4,391.99543598174927,6,1.5968198879854754,free sweep (23% of recording),0.010182359255850315,librosa,397.3733544944192,23.5899361867815
G4,391.99543598174927,7,1.8658005839970428,free sweep (27% of recording),0.011907851323485374,loiacono,394.61779615435904,11.542994327953844
G4,391.99543598174927,7,1.8658176960016135,free sweep (27% of recording),0.011907851323485374,librosa,396.63983337660125,20.391256075337502
G4,391.99543598174927,8,2.1302377989923116,free sweep (31% of recording),0.012514918111264706,loiacono,398.0819722024704,26.674417206130325
G4,391.99543598174927,8,2.1302551820117515,free sweep (31% of recording),0.012514918111264706,librosa,396.34579683738775,19.107383903407964
G4,391.99543598174927,9,2.398927840986289,free sweep (35% of recording),0.01298125647008419,loiacono,395.02681884968337,13.33649501639611
G4,391.99543598174927,9,2.39894430199638,free sweep (35% of recording),0.01298125647008419,librosa,396.23630019403004,18.629037700143133
G4,391.99543598174927,10,2.6637944020039868,free sweep (40% of recording),0.012529262341558933,loiacono,392.6594167148352,2.9299667833995815
G4,391.99543598174927,10,2.6638175249972846,free sweep (40% of recording),0.012529262341558933,librosa,397.66163456294214,24.845428835624272
G4,391.99543598174927,11,2.9336841519980226,free sweep (44% of recording),0.011701834388077259,loiacono,397.38794830510875,23.653515784542986
G4,391.99543598174927,11,2.93370657399646,free sweep (44% of recording),0.011701834388077259,librosa,397.5828368295285,24.50234611218821
G4,391.99543598174927,12,3.202773775992682,free sweep (48% of recording),0.013190454803407192,loiacono,399.28996718148056,31.919958302893594
G4,391.99543598174927,12,3.2027963679865934,free sweep (48% of recording),0.013190454803407192,librosa,396.0224912286195,17.69461229796845
G4,391.99543598174927,13,3.471478368010139,free sweep (52% of recording),0.012963428162038326,loiacono,397.57899720144445,24.485626761257336
G4,391.99543598174927,13,3.4714968930056784,free sweep (52% of recording),0.012963428162038326,librosa,396.9832799632638,21.889666219874552
G4,391.99543598174927,14,3.7354555839847308,free sweep (56% of recording),0.013848692178726196,loiacono,401.85206674821785,42.99317364068013
G4,391.99543598174927,14,3.7354730860097334,free sweep (56% of recording),0.013848692178726196,librosa,397.12674159864156,22.515185767189358
G4,391.99543598174927,15,4.004934805998346,free sweep (60% of recording),0.014345492236316204,loiacono,398.1136763490908,26.81229110246384
G4,391.99543598174927,15,4.004951909009833,free sweep (60% of recording),0.014345492236316204,librosa,396.4589595598004,19.601606870350547
G4,391.99543598174927,16,4.269179183989763,free sweep (65% of recording),0.014563413336873055,loiacono,394.481396640553,10.944490395659624
G4,391.99543598174927,16,4.269202057010261,free sweep (65% of recording),0.014563413336873055,librosa,396.77969796179127,21.00162253364531
G4,391.99543598174927,17,5.335583470994607,free sweep (69% of recording),0.00859355553984642,loiacono,392.4299416646452,1.917916301824376
G4,391.99543598174927,17,5.33560135398875,free sweep (69% of recording),0.00859355553984642,librosa,406.4986586000315,62.89648139173203
G4,391.99543598174927,18,5.605065882002236,free sweep (73% of recording),0.011851252056658268,loiacono,397.51630539223936,24.212617489125236
G4,391.99543598174927,18,5.605081891990267,free sweep (73% of recording),0.011851252056658268,librosa,398.7783399582387,29.700232039552727
G4,391.99543598174927,19,5.868926069000736,free sweep (77% of recording),0.013272108510136604,loiacono,398.56527213957634,28.77498408970541
G4,391.99543598174927,19,5.868942619999871,free sweep (77% of recording),0.013272108510136604,librosa,398.9646494888431,30.508876961987898
G4,391.99543598174927,20,6.140289897011826,free sweep (81% of recording),0.014535381458699703,loiacono,402.0830187046227,43.98786067166268
G4,391.99543598174927,20,6.1403133909916505,free sweep (81% of recording),0.014535381458699703,librosa,397.8206074228122,25.537384524946646
G4,391.99543598174927,21,6.414725148002617,free sweep (85% of recording),0.014742146246135235,loiacono,401.8550420808452,43.00599173596699
G4,391.99543598174927,21,6.414743081986671,free sweep (85% of recording),0.014742146246135235,librosa,396.87094877369077,21.399723420758026
G4,391.99543598174927,22,6.679962288006209,free sweep (90% of recording),0.01455941516906023,loiacono,401.9617100610917,43.465467704687164
G4,391.99543598174927,22,6.679984488990158,free sweep (90% of recording),0.01455941516906023,librosa,397.0571382358112,22.211730320586547
G4,391.99543598174927,23,6.949514762003673,free sweep (94% of recording),0.015559262596070766,loiacono,393.40928453559206,6.232978582041942
G4,391.99543598174927,23,6.949537014006637,free sweep (94% of recording),0.015559262596070766,librosa,397.03562409020003,22.117922586289545
G4,391.99543598174927,24,7.212813730991911,free sweep (98% of recording),0.015447457320988178,loiacono,392.65421764913896,2.907043968455835
G4,391.99543598174927,24,7.212830603006296,free sweep (98% of recording),0.015447457320988178,librosa,396.76134500770627,20.92154284703021
A4,440.0,1,0.26439222099725157,free sweep ( 2% of recording),0.012390666641294956,loiacono,460.037309193341,77.09681430933207
A4,440.0,1,0.26441418199101463,free sweep ( 2% of recording),0.012390666641294956,librosa,460.1216612345934,77.4142227811866
A4,440.0,2,0.533812031004345,free sweep ( 6% of recording),0.011767406947910786,loiacono,459.7920418791597,76.17356667649243
A4,440.0,2,0.5338341929891612,free sweep ( 6% of recording),0.011767406947910786,librosa,460.84834291943866,80.14624734451587
A4,440.0,3,0.7975476019782946,free sweep (10% of recording),0.0118130287155509,loiacono,458.53123052011387,71.41977029273681
A4,440.0,3,0.7975693519983906,free sweep (10% of recording),0.0118130287155509,librosa,459.70003072260994,75.82708658734072
A4,440.0,4,1.0672947359853424,free sweep (15% of recording),0.011373264715075493,loiacono,457.52581861386267,67.61956150443959
A4,440.0,4,1.067316786997253,free sweep (15% of recording),0.011373264715075493,librosa,460.27248258132016,77.98160373394687
A4,440.0,5,1.3307267279888038,free sweep (19% of recording),0.0116038266569376,loiacono,459.6543750420234,75.65513838470186
A4,440.0,5,1.3307436299801338,free sweep (19% of recording),0.0116038266569376,librosa,459.9099101905001,76.61731398953545
A4,440.0,6,1.5999416449922137,free sweep (23% of recording),0.011753412894904613,loiacono,459.179055831406,73.86397831727217
A4,440.0,6,1.5999582369986456,free sweep (23% of recording),0.011753412894904613,librosa,461.4972715206931,82.58231351686116
A4,440.0,7,1.8645614039851353,free sweep (27% of recording),0.011583732441067696,loiacono,459.5537918706416,75.27626226496676
A4,440.0,7,1.8645826239953749,free sweep (27% of recording),0.011583732441067696,librosa,458.8955197437034,72.79463742093169
A4,440.0,8,2.13352861898602,free sweep (31% of recording),0.0115288645029068,loiacono,455.36425051940404,59.42101185489276
A4,440.0,8,2.1335456209781114,free sweep (31% of recording),0.0115288645029068,librosa,460.15277031016115,77.53126849936038
A4,440.0,9,2.3977659119991586,free sweep (35% of recording),0.011734900996088982,loiacono,458.2543809539604,70.37417925386205
A4,440.0,9,2.3977879629819654,free sweep (35% of recording),0.011734900996088982,librosa,458.8208351129612,72.51285846976891
A4,440.0,10,2.6666102559829596,free sweep (40% of recording),0.011440057307481766,loiacono,455.80330546082905,61.08943588480183
A4,440.0,10,2.6666267270047683,free sweep (40% of recording),0.011440057307481766,librosa,458.3883121460234,70.88008246637204
A4,440.0,11,2.9310123579925857,free sweep (44% of recording),0.011531519703567028,loiacono,456.1532163961212,62.41795920916518
A4,440.0,11,2.9310338079812936,free sweep (44% of recording),0.011531519703567028,librosa,459.1949175415165,73.9237803879288
A4,440.0,12,3.2005421569920145,free sweep (48% of recording),0.012039447203278542,loiacono,457.9757313300628,69.32115179917223
A4,440.0,12,3.2005645289900713,free sweep (48% of recording),0.012039447203278542,librosa,459.60839856516407,75.4819647404586
A4,440.0,13,3.4641283309902065,free sweep (52% of recording),0.01206380594521761,loiacono,457.85587907328943,68.86802852495693
A4,440.0,13,3.4641460449784063,free sweep (52% of recording),0.01206380594521761,librosa,460.2010458849238,77.7128863019345
A4,440.0,14,3.7337401940021664,free sweep (56% of recording),0.010703091509640217,loiacono,456.62673268514163,64.21415904178035
A4,440.0,14,3.733756956004072,free sweep (56% of recording),0.010703091509640217,librosa,459.6381737912667,75.59411720708881
A4,440.0,15,3.997496908996254,free sweep (60% of recording),0.011191531084477901,loiacono,458.5422336570716,71.46131332302348
A4,440.0,15,3.9975139510061126,free sweep (60% of recording),0.011191531084477901,librosa,459.1981102947416,73.93581750695294
A4,440.0,16,4.267029213981004,free sweep (65% of recording),0.01282506249845028,loiacono,458.08441399089594,69.73194387395331
A4,440.0,16,4.267051294998964,free sweep (65% of recording),0.01282506249845028,librosa,459.41685797637274,74.76032713249302
A4,440.0,17,4.531484867999097,free sweep (69% of recording),0.01350321527570486,loiacono,456.3522599212895,63.173222475909604
A4,440.0,17,4.531506739003817,free sweep (69% of recording),0.01350321527570486,librosa,458.9606170951467,73.04020695408296
A4,440.0,18,4.801152636995539,free sweep (73% of recording),0.01286081038415432,loiacono,459.0296631671779,73.30063435435109
A4,440.0,18,4.8011697189940605,free sweep (73% of recording),0.01286081038415432,librosa,459.43172138029894,74.81633642834973
A4,440.0,19,5.064805889996933,free sweep (77% of recording),0.012934026308357716,loiacono,457.6417866116739,68.0583177417478
A4,440.0,19,5.06482831199537,free sweep (77% of recording),0.012934026308357716,librosa,458.7683819160994,72.31492946449464
A4,440.0,20,5.33480262599187,free sweep (81% of recording),0.012756832875311375,loiacono,454.16496314682695,54.855466722053805
