commit,date,subject,dataset,note,expected_hz,actual_hz,cents
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
5957fbcd9ff8,2025-04-10,tried to fix it. broke it instead,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,G,392.0,387.0,-22.22
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,A,440.0,433.0,-27.76
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,B,493.88,488.0,-20.74
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,C,523.0,517.0,-19.98
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,D,587.33,577.0,-30.72
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,E,659.25,649.0,-27.13
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,F#,740.0,740.0,0.00
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Quena.scad comment,G,784.0,778.0,-13.30
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
48b2fec16775,2025-04-06,attempted revert and F# correction of Print #8,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
6ffa3e2bb7c2,2025-04-06,adds tuning plot with extension,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
a3509579bad8,2025-03-31,i started making parts that can modify the fife in post,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
